location,year,pathogen,antibiotic,n_tested,n_resistant
Qatar,2019,N.gonorrhoeae,azithromycin,158,4
Qatar,2019,N.gonorrhoeae,cefixime,36,5
Qatar,2019,N.gonorrhoeae,ceftriaxone,181,1
Qatar,2019,N.gonorrhoeae,ciprofloxacin,145,95
Qatar,2019,Salmonella,cefotaxime,73,1
Qatar,2019,Salmonella,ceftazidime,484,9
Qatar,2019,Salmonella,ceftriaxone,483,10
Qatar,2019,Salmonella,ciprofloxacin,484,35
Qatar,2019,Salmonella,ertapenem,484,0
Qatar,2019,Salmonella,imipenem,475,1
Qatar,2019,Salmonella,levofloxacin,484,29
Qatar,2019,Salmonella,meropenem,484,0
Qatar,2019,Shigella,cefotaxime,30,9
Qatar,2019,Shigella,ceftazidime,72,1
Qatar,2019,Shigella,ceftriaxone,71,22
Qatar,2019,Shigella,ciprofloxacin,73,24
Qatar,2019,Shigella,levofloxacin,72,20
Qatar,2019,E.coli,ampicillin,8223,5275
Qatar,2019,E.coli,cefepime,8225,1445
Qatar,2019,E.coli,cefotaxime,1396,470
Qatar,2019,E.coli,ceftazidime,8222,1233
Qatar,2019,E.coli,ceftriaxone,8220,2625
Qatar,2019,E.coli,ciprofloxacin,8221,2542
Qatar,2019,E.coli,colistin,825,8
Qatar,2019,E.coli,ertapenem,8222,59
Qatar,2019,E.coli,imipenem,8081,52
Qatar,2019,E.coli,levofloxacin,8212,2302
Qatar,2019,E.coli,meropenem,8216,31
Qatar,2019,E.coli,trimethoprim/sulfamethoxazole,8217,3414
Qatar,2019,K.pneumoniae,cefepime,2387,417
Qatar,2019,K.pneumoniae,cefotaxime,392,101
Qatar,2019,K.pneumoniae,ceftazidime,2388,504
Qatar,2019,K.pneumoniae,ceftriaxone,2387,596
Qatar,2019,K.pneumoniae,ciprofloxacin,2385,568
Qatar,2019,K.pneumoniae,colistin,266,6
Qatar,2019,K.pneumoniae,ertapenem,2385,62
Qatar,2019,K.pneumoniae,imipenem,2363,61
Qatar,2019,K.pneumoniae,levofloxacin,2381,232
Qatar,2019,K.pneumoniae,meropenem,2387,38
Qatar,2019,K.pneumoniae,trimethoprim/sulfamethoxazole,2387,629
Russian Federation,2017,Acinetobacter,amikacin,51,48
Russian Federation,2017,Acinetobacter,gentamicin,51,46
Russian Federation,2017,Acinetobacter,imipenem,51,38
Russian Federation,2017,Acinetobacter,meropenem,51,47
Russian Federation,2017,E.coli,ampicillin,52,45
Russian Federation,2017,E.coli,cefotaxime,52,38
Russian Federation,2017,E.coli,ceftazidime,52,29
Russian Federation,2017,E.coli,ciprofloxacin,52,31
Russian Federation,2017,E.coli,ertapenem,52,1
Russian Federation,2017,E.coli,imipenem,52,0
Russian Federation,2017,E.coli,meropenem,52,0
Russian Federation,2017,E.coli,tinidazole,52,38
Russian Federation,2017,K.pneumoniae,cefotaxime,125,114
Russian Federation,2017,K.pneumoniae,ceftazidime,125,102
Russian Federation,2017,K.pneumoniae,ciprofloxacin,123,99
Russian Federation,2017,K.pneumoniae,ertapenem,125,50
Russian Federation,2017,K.pneumoniae,imipenem,125,14
Russian Federation,2017,K.pneumoniae,meropenem,125,27
Russian Federation,2017,S.aureus,meticillin,85,14
Russian Federation,2018,Acinetobacter,amikacin,76,67
Russian Federation,2018,Acinetobacter,gentamicin,76,68
Russian Federation,2018,Acinetobacter,imipenem,76,60
Russian Federation,2018,Acinetobacter,meropenem,76,56
Russian Federation,2018,E.coli,ampicillin,81,71
Russian Federation,2018,E.coli,cefotaxime,81,54
Russian Federation,2018,E.coli,ceftazidime,81,32
Russian Federation,2018,E.coli,ciprofloxacin,81,51
Russian Federation,2018,E.coli,ertapenem,81,1
Russian Federation,2018,E.coli,imipenem,81,0
Russian Federation,2018,E.coli,meropenem,81,0
Russian Federation,2018,E.coli,tinidazole,81,54
Russian Federation,2018,K.pneumoniae,cefotaxime,163,135
Russian Federation,2018,K.pneumoniae,ceftazidime,163,127
Russian Federation,2018,K.pneumoniae,ciprofloxacin,163,141
Russian Federation,2018,K.pneumoniae,ertapenem,163,111
Russian Federation,2018,K.pneumoniae,imipenem,163,38
Russian Federation,2018,K.pneumoniae,meropenem,163,42
Russian Federation,2018,S.aureus,meticillin,107,15
Russian Federation,2019,Acinetobacter,amikacin,118,95
Russian Federation,2019,Acinetobacter,gentamicin,94,84
Russian Federation,2019,Acinetobacter,imipenem,149,117
Russian Federation,2019,Acinetobacter,meropenem,112,82
Russian Federation,2019,E.coli,ampicillin,121,79
Russian Federation,2019,E.coli,cefotaxime,115,67
Russian Federation,2019,E.coli,ceftazidime,167,66
Russian Federation,2019,E.coli,ceftriaxone,76,41
Russian Federation,2019,E.coli,ciprofloxacin,188,96
Russian Federation,2019,E.coli,ertapenem,122,5
Russian Federation,2019,E.coli,imipenem,123,2
Russian Federation,2019,E.coli,levofloxacin,47,24
Russian Federation,2019,E.coli,meropenem,165,2
Russian Federation,2019,E.coli,tinidazole,115,67
Russian Federation,2019,K.pneumoniae,cefotaxime,201,172
Russian Federation,2019,K.pneumoniae,ceftazidime,322,253
Russian Federation,2019,K.pneumoniae,ceftriaxone,151,118
Russian Federation,2019,K.pneumoniae,ciprofloxacin,390,328
Russian Federation,2019,K.pneumoniae,ertapenem,196,120
Russian Federation,2019,K.pneumoniae,imipenem,236,127
Russian Federation,2019,K.pneumoniae,levofloxacin,73,59
Russian Federation,2019,K.pneumoniae,meropenem,322,126
Russian Federation,2019,S.aureus,cefoxitin,268,62
Russian Federation,2019,S.aureus,meticillin,60,16
Russian Federation,2019,S.aureus,oxacillin,60,16
Russian Federation,2019,S.pneumoniae,benzylpenicillin,15,1
Russian Federation,2019,S.pneumoniae,cefotaxime,11,0
Russian Federation,2019,S.pneumoniae,ceftriaxone,11,0
Russian Federation,2020,Acinetobacter,amikacin,244,225
Russian Federation,2020,Acinetobacter,gentamicin,203,185
Russian Federation,2020,Acinetobacter,imipenem,203,188
Russian Federation,2020,Acinetobacter,meropenem,253,234
Russian Federation,2020,E.coli,ampicillin,76,61
Russian Federation,2020,E.coli,cefotaxime,93,60
Russian Federation,2020,E.coli,ceftazidime,134,60
Russian Federation,2020,E.coli,ciprofloxacin,130,76
Russian Federation,2020,E.coli,ertapenem,67,4
Russian Federation,2020,E.coli,imipenem,104,2
Russian Federation,2020,E.coli,meropenem,141,6
Russian Federation,2020,E.coli,tinidazole,41,30
Russian Federation,2020,K.pneumoniae,cefotaxime,375,352
Russian Federation,2020,K.pneumoniae,ceftazidime,466,416
Russian Federation,2020,K.pneumoniae,ciprofloxacin,514,456
Russian Federation,2020,K.pneumoniae,ertapenem,206,129
Russian Federation,2020,K.pneumoniae,imipenem,370,232
Russian Federation,2020,K.pneumoniae,meropenem,513,329
Russian Federation,2020,S.aureus,meticillin,45,13
Saudi Arabia,2017,Acinetobacter,amikacin,127,102
Saudi Arabia,2017,Acinetobacter,colistin,139,9
Saudi Arabia,2017,Acinetobacter,gentamicin,182,117
Saudi Arabia,2017,Acinetobacter,imipenem,183,140
Saudi Arabia,2017,Acinetobacter,meropenem,184,138
Saudi Arabia,2017,Acinetobacter,minocycline,29,9
Saudi Arabia,2017,Acinetobacter,tigecycline,115,26
Saudi Arabia,2017,E.coli,ampicillin,344,284
Saudi Arabia,2017,E.coli,cefepime,345,131
Saudi Arabia,2017,E.coli,cefotaxime,103,68
Saudi Arabia,2017,E.coli,ceftazidime,336,156
Saudi Arabia,2017,E.coli,ceftriaxone,299,137
Saudi Arabia,2017,E.coli,ciprofloxacin,336,159
Saudi Arabia,2017,E.coli,colistin,42,13
Saudi Arabia,2017,E.coli,ertapenem,70,10
Saudi Arabia,2017,E.coli,imipenem,353,12
Saudi Arabia,2017,E.coli,levofloxacin,110,56
Saudi Arabia,2017,E.coli,meropenem,339,6
Saudi Arabia,2017,E.coli,tinidazole,103,68
Saudi Arabia,2017,E.coli,trimethoprim/sulfamethoxazole,149,94
Saudi Arabia,2017,K.pneumoniae,cefepime,473,195
Saudi Arabia,2017,K.pneumoniae,cefotaxime,201,149
Saudi Arabia,2017,K.pneumoniae,ceftazidime,489,252
Saudi Arabia,2017,K.pneumoniae,ceftriaxone,406,189
Saudi Arabia,2017,K.pneumoniae,ciprofloxacin,497,195
Saudi Arabia,2017,K.pneumoniae,colistin,143,36
Saudi Arabia,2017,K.pneumoniae,ertapenem,190,92
Saudi Arabia,2017,K.pneumoniae,imipenem,494,108
Saudi Arabia,2017,K.pneumoniae,levofloxacin,238,123
Saudi Arabia,2017,K.pneumoniae,meropenem,487,113
Saudi Arabia,2017,K.pneumoniae,trimethoprim/sulfamethoxazole,325,148
Saudi Arabia,2017,Salmonella,ceftazidime,38,0
Saudi Arabia,2017,Salmonella,ceftriaxone,36,0
Saudi Arabia,2017,Salmonella,ciprofloxacin,37,18
Saudi Arabia,2017,Salmonella,imipenem,38,0
Saudi Arabia,2017,Salmonella,meropenem,38,0
Saudi Arabia,2017,S.aureus,meticillin,341,113
Saudi Arabia,2017,S.pneumoniae,cefotaxime,29,4
Saudi Arabia,2017,S.pneumoniae,ceftriaxone,32,2
Saudi Arabia,2017,S.pneumoniae,oxacillin,12,0
Saudi Arabia,2017,S.pneumoniae,trimethoprim/sulfamethoxazole,24,9
Saudi Arabia,2017,Salmonella,cefotaxime,110,14
Saudi Arabia,2017,Salmonella,ceftazidime,201,6
Saudi Arabia,2017,Salmonella,ceftriaxone,142,6
Saudi Arabia,2017,Salmonella,ciprofloxacin,203,102
Saudi Arabia,2017,Salmonella,ertapenem,91,15
Saudi Arabia,2017,Salmonella,imipenem,213,12
Saudi Arabia,2017,Salmonella,levofloxacin,87,6
Saudi Arabia,2017,Salmonella,meropenem,207,0
Saudi Arabia,2017,E.coli,ampicillin,2712,2068
Saudi Arabia,2017,E.coli,cefepime,2665,849
Saudi Arabia,2017,E.coli,cefotaxime,1146,544
Saudi Arabia,2017,E.coli,ceftazidime,2627,1088
Saudi Arabia,2017,E.coli,ceftriaxone,1884,885
Saudi Arabia,2017,E.coli,ciprofloxacin,2500,973
Saudi Arabia,2017,E.coli,colistin,311,26
Saudi Arabia,2017,E.coli,ertapenem,1171,112
Saudi Arabia,2017,E.coli,imipenem,2712,75
Saudi Arabia,2017,E.coli,levofloxacin,1396,569
Saudi Arabia,2017,E.coli,meropenem,2601,33
Saudi Arabia,2017,E.coli,trimethoprim/sulfamethoxazole,1546,833
Saudi Arabia,2017,K.pneumoniae,cefepime,1031,346
Saudi Arabia,2017,K.pneumoniae,cefotaxime,473,258
Saudi Arabia,2017,K.pneumoniae,ceftazidime,1041,390
Saudi Arabia,2017,K.pneumoniae,ceftriaxone,760,311
Saudi Arabia,2017,K.pneumoniae,ciprofloxacin,1069,295
Saudi Arabia,2017,K.pneumoniae,colistin,181,48
Saudi Arabia,2017,K.pneumoniae,ertapenem,485,140
Saudi Arabia,2017,K.pneumoniae,imipenem,1084,135
Saudi Arabia,2017,K.pneumoniae,levofloxacin,548,176
Saudi Arabia,2017,K.pneumoniae,meropenem,1026,133
Saudi Arabia,2017,K.pneumoniae,trimethoprim/sulfamethoxazole,647,288
Saudi Arabia,2018,Acinetobacter,amikacin,290,227
Saudi Arabia,2018,Acinetobacter,colistin,257,21
Saudi Arabia,2018,Acinetobacter,gentamicin,304,237
Saudi Arabia,2018,Acinetobacter,imipenem,302,261
Saudi Arabia,2018,Acinetobacter,meropenem,309,269
Saudi Arabia,2018,Acinetobacter,minocycline,44,20
Saudi Arabia,2018,Acinetobacter,tigecycline,223,81
Saudi Arabia,2018,E.coli,ampicillin,555,442
Saudi Arabia,2018,E.coli,cefepime,560,267
Saudi Arabia,2018,E.coli,cefotaxime,302,163
Saudi Arabia,2018,E.coli,ceftazidime,557,284
Saudi Arabia,2018,E.coli,ceftriaxone,480,262
Saudi Arabia,2018,E.coli,ciprofloxacin,562,248
Saudi Arabia,2018,E.coli,colistin,200,11
Saudi Arabia,2018,E.coli,ertapenem,327,12
Saudi Arabia,2018,E.coli,imipenem,527,7
Saudi Arabia,2018,E.coli,levofloxacin,401,180
Saudi Arabia,2018,E.coli,meropenem,563,12
Saudi Arabia,2018,E.coli,tinidazole,480,262
Saudi Arabia,2018,E.coli,trimethoprim/sulfamethoxazole,377,199
Saudi Arabia,2018,K.pneumoniae,cefepime,823,551
Saudi Arabia,2018,K.pneumoniae,cefotaxime,494,362
Saudi Arabia,2018,K.pneumoniae,ceftazidime,817,559
Saudi Arabia,2018,K.pneumoniae,ceftriaxone,721,496
Saudi Arabia,2018,K.pneumoniae,ciprofloxacin,832,443
Saudi Arabia,2018,K.pneumoniae,colistin,410,90
Saudi Arabia,2018,K.pneumoniae,ertapenem,559,281
Saudi Arabia,2018,K.pneumoniae,imipenem,782,238
Saudi Arabia,2018,K.pneumoniae,levofloxacin,679,372
Saudi Arabia,2018,K.pneumoniae,meropenem,827,293
Saudi Arabia,2018,K.pneumoniae,trimethoprim/sulfamethoxazole,705,462
Saudi Arabia,2018,Salmonella,ceftazidime,42,2
Saudi Arabia,2018,Salmonella,ceftriaxone,37,4
Saudi Arabia,2018,Salmonella,ciprofloxacin,36,11
Saudi Arabia,2018,Salmonella,imipenem,39,2
Saudi Arabia,2018,Salmonella,meropenem,42,1
Saudi Arabia,2018,S.aureus,meticillin,546,254
Saudi Arabia,2018,S.pneumoniae,cefotaxime,51,5
Saudi Arabia,2018,S.pneumoniae,ceftriaxone,44,1
Saudi Arabia,2018,S.pneumoniae,oxacillin,20,1
Saudi Arabia,2018,S.pneumoniae,trimethoprim/sulfamethoxazole,36,9
Saudi Arabia,2018,Salmonella,cefotaxime,99,6
Saudi Arabia,2018,Salmonella,ceftazidime,151,6
Saudi Arabia,2018,Salmonella,ceftriaxone,92,3
Saudi Arabia,2018,Salmonella,ciprofloxacin,141,32
Saudi Arabia,2018,Salmonella,ertapenem,95,3
Saudi Arabia,2018,Salmonella,imipenem,129,1
Saudi Arabia,2018,Salmonella,levofloxacin,116,4
Saudi Arabia,2018,Salmonella,meropenem,148,0
Saudi Arabia,2018,E.coli,ampicillin,3851,2872
Saudi Arabia,2018,E.coli,cefepime,3915,1617
Saudi Arabia,2018,E.coli,cefotaxime,2570,1067
Saudi Arabia,2018,E.coli,ceftazidime,3913,1683
Saudi Arabia,2018,E.coli,ceftriaxone,2977,1375
Saudi Arabia,2018,E.coli,ciprofloxacin,3853,1595
Saudi Arabia,2018,E.coli,colistin,1044,55
Saudi Arabia,2018,E.coli,ertapenem,2797,113
Saudi Arabia,2018,E.coli,imipenem,3706,77
Saudi Arabia,2018,E.coli,levofloxacin,3177,1331
Saudi Arabia,2018,E.coli,meropenem,3912,93
Saudi Arabia,2018,E.coli,trimethoprim/sulfamethoxazole,2817,1472
Saudi Arabia,2018,K.pneumoniae,cefepime,1587,883
Saudi Arabia,2018,K.pneumoniae,cefotaxime,1068,593
Saudi Arabia,2018,K.pneumoniae,ceftazidime,1583,861
Saudi Arabia,2018,K.pneumoniae,ceftriaxone,1264,734
Saudi Arabia,2018,K.pneumoniae,ciprofloxacin,1603,690
Saudi Arabia,2018,K.pneumoniae,colistin,674,130
Saudi Arabia,2018,K.pneumoniae,ertapenem,1235,396
Saudi Arabia,2018,K.pneumoniae,imipenem,1513,283
Saudi Arabia,2018,K.pneumoniae,levofloxacin,1414,588
Saudi Arabia,2018,K.pneumoniae,meropenem,1579,348
Saudi Arabia,2018,K.pneumoniae,trimethoprim/sulfamethoxazole,1279,743
Saudi Arabia,2019,Acinetobacter,amikacin,274,206
Saudi Arabia,2019,Acinetobacter,colistin,238,28
Saudi Arabia,2019,Acinetobacter,gentamicin,297,205
Saudi Arabia,2019,Acinetobacter,imipenem,303,246
Saudi Arabia,2019,Acinetobacter,meropenem,303,244
Saudi Arabia,2019,Acinetobacter,minocycline,25,16
Saudi Arabia,2019,Acinetobacter,tigecycline,219,55
Saudi Arabia,2019,E.coli,ampicillin,579,448
Saudi Arabia,2019,E.coli,cefepime,563,302
Saudi Arabia,2019,E.coli,cefotaxime,337,190
Saudi Arabia,2019,E.coli,ceftazidime,563,316
Saudi Arabia,2019,E.coli,ceftriaxone,496,284
Saudi Arabia,2019,E.coli,ciprofloxacin,576,285
Saudi Arabia,2019,E.coli,colistin,198,5
Saudi Arabia,2019,E.coli,ertapenem,365,8
Saudi Arabia,2019,E.coli,imipenem,537,6
Saudi Arabia,2019,E.coli,levofloxacin,410,203
Saudi Arabia,2019,E.coli,meropenem,563,5
Saudi Arabia,2019,E.coli,tinidazole,496,284
Saudi Arabia,2019,E.coli,trimethoprim/sulfamethoxazole,483,257
Saudi Arabia,2019,K.pneumoniae,cefepime,846,606
Saudi Arabia,2019,K.pneumoniae,cefotaxime,524,387
Saudi Arabia,2019,K.pneumoniae,ceftazidime,843,603
Saudi Arabia,2019,K.pneumoniae,ceftriaxone,763,540
Saudi Arabia,2019,K.pneumoniae,ciprofloxacin,867,498
Saudi Arabia,2019,K.pneumoniae,colistin,485,136
Saudi Arabia,2019,K.pneumoniae,ertapenem,605,308
Saudi Arabia,2019,K.pneumoniae,imipenem,831,323
Saudi Arabia,2019,K.pneumoniae,levofloxacin,672,390
Saudi Arabia,2019,K.pneumoniae,meropenem,857,372
Saudi Arabia,2019,K.pneumoniae,trimethoprim/sulfamethoxazole,792,521
Saudi Arabia,2019,Salmonella,cefotaxime,29,2
Saudi Arabia,2019,Salmonella,ceftazidime,40,2
Saudi Arabia,2019,Salmonella,ceftriaxone,33,2
Saudi Arabia,2019,Salmonella,ciprofloxacin,32,10
Saudi Arabia,2019,Salmonella,ertapenem,29,0
Saudi Arabia,2019,Salmonella,imipenem,40,1
Saudi Arabia,2019,Salmonella,levofloxacin,21,2
Saudi Arabia,2019,Salmonella,meropenem,40,0
Saudi Arabia,2019,S.aureus,cefoxitin,615,301
Saudi Arabia,2019,S.aureus,meticillin,615,301
Saudi Arabia,2019,S.pneumoniae,cefotaxime,33,3
Saudi Arabia,2019,S.pneumoniae,ceftriaxone,43,2
Saudi Arabia,2019,S.pneumoniae,oxacillin,19,8
Saudi Arabia,2019,S.pneumoniae,trimethoprim/sulfamethoxazole,48,16
Saudi Arabia,2019,N.gonorrhoeae,ceftriaxone,99,5
Saudi Arabia,2019,N.gonorrhoeae,ciprofloxacin,99,94
Saudi Arabia,2019,N.gonorrhoeae,spectinomycin,89,0
Saudi Arabia,2019,Salmonella,cefotaxime,139,11
Saudi Arabia,2019,Salmonella,ceftazidime,164,11
Saudi Arabia,2019,Salmonella,ceftriaxone,79,11
Saudi Arabia,2019,Salmonella,ciprofloxacin,171,25
Saudi Arabia,2019,Salmonella,ertapenem,137,3
Saudi Arabia,2019,Salmonella,imipenem,163,1
Saudi Arabia,2019,Salmonella,levofloxacin,128,4
Saudi Arabia,2019,Salmonella,meropenem,163,0
Saudi Arabia,2019,Shigella,ciprofloxacin,10,2
Saudi Arabia,2019,E.coli,ampicillin,3796,2687
Saudi Arabia,2019,E.coli,cefepime,3462,1523
Saudi Arabia,2019,E.coli,cefotaxime,2541,1042
Saudi Arabia,2019,E.coli,ceftazidime,3467,1534
Saudi Arabia,2019,E.coli,ceftriaxone,2701,1245
Saudi Arabia,2019,E.coli,ciprofloxacin,3564,1427
Saudi Arabia,2019,E.coli,colistin,1161,16
Saudi Arabia,2019,E.coli,doripenem,29,1
Saudi Arabia,2019,E.coli,ertapenem,2653,41
Saudi Arabia,2019,E.coli,imipenem,3261,53
Saudi Arabia,2019,E.coli,levofloxacin,2898,1125
Saudi Arabia,2019,E.coli,meropenem,3387,50
Saudi Arabia,2019,E.coli,trimethoprim/sulfamethoxazole,3220,1531
Saudi Arabia,2019,K.pneumoniae,cefepime,1543,842
Saudi Arabia,2019,K.pneumoniae,cefotaxime,1118,582
Saudi Arabia,2019,K.pneumoniae,ceftazidime,1534,839
Saudi Arabia,2019,K.pneumoniae,ceftriaxone,1224,715
Saudi Arabia,2019,K.pneumoniae,ciprofloxacin,1571,639
Saudi Arabia,2019,K.pneumoniae,colistin,700,114
Saudi Arabia,2019,K.pneumoniae,doripenem,11,0
Saudi Arabia,2019,K.pneumoniae,ertapenem,1177,316
Saudi Arabia,2019,K.pneumoniae,imipenem,1509,310
Saudi Arabia,2019,K.pneumoniae,levofloxacin,1292,481
Saudi Arabia,2019,K.pneumoniae,meropenem,1542,347
Saudi Arabia,2019,K.pneumoniae,trimethoprim/sulfamethoxazole,1410,717
Saudi Arabia,2020,Acinetobacter,amikacin,419,321
Saudi Arabia,2020,Acinetobacter,colistin,386,49
Saudi Arabia,2020,Acinetobacter,gentamicin,477,364
Saudi Arabia,2020,Acinetobacter,imipenem,476,417
Saudi Arabia,2020,Acinetobacter,meropenem,472,414
Saudi Arabia,2020,Acinetobacter,minocycline,71,46
Saudi Arabia,2020,Acinetobacter,tigecycline,290,57
Saudi Arabia,2020,E.coli,ampicillin,468,370
Saudi Arabia,2020,E.coli,cefepime,467,263
Saudi Arabia,2020,E.coli,cefotaxime,362,202
Saudi Arabia,2020,E.coli,ceftazidime,466,263
Saudi Arabia,2020,E.coli,ceftriaxone,405,236
Saudi Arabia,2020,E.coli,ciprofloxacin,467,225
Saudi Arabia,2020,E.coli,colistin,187,3
Saudi Arabia,2020,E.coli,ertapenem,362,13
Saudi Arabia,2020,E.coli,imipenem,449,10
Saudi Arabia,2020,E.coli,levofloxacin,421,198
Saudi Arabia,2020,E.coli,meropenem,465,12
Saudi Arabia,2020,E.coli,tinidazole,405,236
Saudi Arabia,2020,E.coli,trimethoprim/sulfamethoxazole,427,224
Saudi Arabia,2020,K.pneumoniae,cefepime,779,603
Saudi Arabia,2020,K.pneumoniae,cefotaxime,570,432
Saudi Arabia,2020,K.pneumoniae,ceftazidime,778,599
Saudi Arabia,2020,K.pneumoniae,ceftriaxone,673,527
Saudi Arabia,2020,K.pneumoniae,ciprofloxacin,777,493
Saudi Arabia,2020,K.pneumoniae,colistin,399,99
Saudi Arabia,2020,K.pneumoniae,ertapenem,632,352
Saudi Arabia,2020,K.pneumoniae,imipenem,761,331
Saudi Arabia,2020,K.pneumoniae,levofloxacin,706,448
Saudi Arabia,2020,K.pneumoniae,meropenem,777,387
Saudi Arabia,2020,K.pneumoniae,trimethoprim/sulfamethoxazole,715,496
Saudi Arabia,2020,Salmonella,ceftazidime,32,1
Saudi Arabia,2020,Salmonella,ceftriaxone,28,2
Saudi Arabia,2020,Salmonella,ciprofloxacin,30,10
Saudi Arabia,2020,Salmonella,imipenem,34,0
Saudi Arabia,2020,Salmonella,meropenem,32,0
Saudi Arabia,2020,S.aureus,meticillin,658,323
Saudi Arabia,2020,S.pneumoniae,cefotaxime,32,1
Saudi Arabia,2020,S.pneumoniae,ceftriaxone,32,0
Saudi Arabia,2020,S.pneumoniae,oxacillin,13,4
Saudi Arabia,2020,S.pneumoniae,trimethoprim/sulfamethoxazole,28,6
Saudi Arabia,2020,Salmonella,cefotaxime,78,7
Saudi Arabia,2020,Salmonella,ceftazidime,92,7
Saudi Arabia,2020,Salmonella,ceftriaxone,46,6
Saudi Arabia,2020,Salmonella,ciprofloxacin,84,7
Saudi Arabia,2020,Salmonella,ertapenem,84,0
Saudi Arabia,2020,Salmonella,imipenem,91,1
Saudi Arabia,2020,Salmonella,levofloxacin,80,3
Saudi Arabia,2020,Salmonella,meropenem,91,0
Saudi Arabia,2020,E.coli,ampicillin,2963,2116
Saudi Arabia,2020,E.coli,cefepime,2984,1203
Saudi Arabia,2020,E.coli,cefotaxime,2355,912
Saudi Arabia,2020,E.coli,ceftazidime,2922,1208
Saudi Arabia,2020,E.coli,ceftriaxone,2168,990
Saudi Arabia,2020,E.coli,ciprofloxacin,2987,1135
Saudi Arabia,2020,E.coli,colistin,859,23
Saudi Arabia,2020,E.coli,ertapenem,2632,44
Saudi Arabia,2020,E.coli,imipenem,2967,37
Saudi Arabia,2020,E.coli,levofloxacin,2695,957
Saudi Arabia,2020,E.coli,meropenem,2973,46
Saudi Arabia,2020,E.coli,trimethoprim/sulfamethoxazole,2819,1221
Saudi Arabia,2020,K.pneumoniae,cefepime,1464,815
Saudi Arabia,2020,K.pneumoniae,cefotaxime,1168,603
Saudi Arabia,2020,K.pneumoniae,ceftazidime,1462,797
Saudi Arabia,2020,K.pneumoniae,ceftriaxone,1101,663
Saudi Arabia,2020,K.pneumoniae,ciprofloxacin,1467,578
Saudi Arabia,2020,K.pneumoniae,colistin,583,64
Saudi Arabia,2020,K.pneumoniae,ertapenem,1276,355
Saudi Arabia,2020,K.pneumoniae,imipenem,1447,313
Saudi Arabia,2020,K.pneumoniae,levofloxacin,1329,486
Saudi Arabia,2020,K.pneumoniae,meropenem,1453,352
Saudi Arabia,2020,K.pneumoniae,trimethoprim/sulfamethoxazole,1342,687
Sudan,2017,E.coli,ciprofloxacin,21,13
Sudan,2018,E.coli,ciprofloxacin,351,223
Sudan,2019,S.aureus,cefoxitin,31,15
Sudan,2019,E.coli,ceftazidime,36,27
Sudan,2019,E.coli,ceftriaxone,32,26
Sudan,2019,E.coli,ciprofloxacin,21,14
Sudan,2019,E.coli,imipenem,17,5
Sudan,2019,E.coli,meropenem,16,1
Sudan,2019,K.pneumoniae,ceftazidime,17,13
Sudan,2019,K.pneumoniae,ceftriaxone,13,9
Sudan,2020,E.coli,ciprofloxacin,100,69
Singapore,2019,Acinetobacter,amikacin,19,2
